1,0.085,1496316568,user_group-6,0.060721,,{}
2,0.092,1496316568,user_group-12,0.072346,,{}
3,0.120,1496316568,user_group-13,0.105092,,{}
4,0.141,1496316568,user_group-2,0.119941,,{}
5,0.152,1496316568,user_group-15,0.138077,,{}
6,0.127,1496316568,user_group-10,0.121206,,{}
7,0.129,1496316568,user_group-10,0.103752,,{}
8,0.169,1496316568,user_group-10,0.160168,,{}
9,0.174,1496316568,user_group-2,0.156883,,{}
10,0.157,1496316568,user_group-11,0.129340,,{}
11,0.170,1496316568,user_group-14,0.154346,,{}
12,0.199,1496316568,user_group-11,0.187735,,{}
13,0.193,1496316568,user_group-14,0.180462,,{}
14,0.181,1496316568,user_group-12,0.156444,,{}
15,0.192,1496316568,user_group-12,0.180257,,{}
16,0.199,1496316568,user_group-12,0.182847,,{}
17,0.207,1496316568,user_group-15,0.189727,,{}
18,0.208,1496316568,user_group-15,0.187490,,{}
19,0.204,1496316568,user_group-14,0.183763,,{}
20,0.199,1496316568,user_group-14,0.169726,,{}
21,0.204,1496316568,user_group-12,0.195100,,{}
22,0.223,1496316568,user_group-7,0.189356,,{}
23,0.195,1496316568,user_group-3,0.171425,,{}
24,0.198,1496316568,user_group-3,0.167944,,{}
25,0.239,1496316569,user_group-7,0.211990,,{}
26,0.245,1496316569,user_group-13,0.225736,,{}
27,0.241,1496316569,user_group-2,0.216497,,{}
28,1.217,1496316569,user_group-3,1.183742,,{}
29,1.220,1496316569,user_group-3,1.079413,,{}
30,1.223,1496316569,user_group-3,1.087293,,{}
31,1.223,1496316569,user_group-3,1.162195,,{}
32,1.229,1496316569,user_group-3,1.181571,,{}
33,1.624,1496316570,user_group-3,1.554866,,{}
34,1.628,1496316570,user_group-3,0.410233,,{}
35,1.633,1496316570,user_group-3,1.447012,,{}
36,1.634,1496316570,user_group-3,1.515262,,{}
37,1.638,1496316570,user_group-3,1.399247,,{}
38,1.639,1496316570,user_group-3,1.600367,,{}
39,1.639,1496316570,user_group-3,1.548430,,{}
40,1.639,1496316570,user_group-3,1.541701,,{}
41,1.640,1496316570,user_group-3,1.482014,,{}
42,1.640,1496316570,user_group-3,1.464051,,{}
43,1.640,1496316570,user_group-3,0.420012,,{}
44,1.640,1496316570,user_group-3,0.414829,,{}
45,1.641,1496316570,user_group-3,1.434966,,{}
46,1.644,1496316570,user_group-3,1.623878,,{}
47,1.644,1496316570,user_group-3,1.530778,,{}
48,1.644,1496316570,user_group-3,1.399991,,{}
49,1.644,1496316570,user_group-3,0.414577,,{}
50,1.663,1496316570,user_group-3,0.438549,,{}
51,1.909,1496316570,user_group-10,1.858315,,{}
52,1.911,1496316570,user_group-10,1.696846,,{}
53,1.914,1496316570,user_group-10,1.883409,,{}
