1,0.240,1495680221,user_group-15,0.221544,,{}
2,0.240,1495680221,user_group-14,0.227909,,{}
3,0.240,1495680221,user_group-10,0.227994,,{}
4,0.241,1495680221,user_group-11,0.226138,,{}
5,0.240,1495680221,user_group-11,0.229757,,{}
6,0.242,1495680221,user_group-11,0.234939,,{}
7,0.241,1495680221,user_group-13,0.227430,,{}
8,0.241,1495680221,user_group-13,0.223935,,{}
9,0.241,1495680221,user_group-13,0.231525,,{}
10,0.247,1495680221,user_group-1,0.222598,,{}
11,0.241,1495680221,user_group-10,0.232156,,{}
12,0.241,1495680221,user_group-10,0.236057,,{}
13,0.248,1495680221,user_group-14,0.221267,,{}
14,0.251,1495680221,user_group-3,0.225552,,{}
15,0.274,1495680221,user_group-3,0.254053,,{}
16,0.258,1495680221,user_group-15,0.243232,,{}
17,0.266,1495680221,user_group-11,0.246794,,{}
18,0.240,1495680221,user_group-12,0.223744,,{}
19,0.241,1495680221,user_group-12,0.229394,,{}
20,0.303,1495680221,user_group-10,0.286855,,{}
21,0.304,1495680221,user_group-14,0.283517,,{}
22,0.241,1495680221,user_group-12,0.232921,,{}
23,0.254,1495680221,user_group-2,0.223913,,{}
24,0.241,1495680221,user_group-12,0.220661,,{}
25,0.305,1495680221,user_group-14,0.288537,,{}
26,0.364,1495680221,user_group-15,0.339153,,{}
27,0.368,1495680221,user_group-3,0.314307,,{}
28,0.380,1495680221,user_group-15,0.308357,,{}
29,0.372,1495680221,user_group-11,0.337472,,{}
30,0.371,1495680221,user_group-10,0.321120,,{}
31,0.376,1495680221,user_group-10,0.332985,,{}
32,0.374,1495680221,user_group-1,0.331567,,{}
33,0.377,1495680221,user_group-13,0.347948,,{}
34,0.377,1495680221,user_group-7,0.321949,,{}
35,0.370,1495680221,user_group-4,0.324581,,{}
36,0.379,1495680221,user_group-2,0.355206,,{}
37,0.379,1495680221,user_group-2,0.338404,,{}
38,0.375,1495680221,user_group-11,0.349044,,{}
39,0.374,1495680221,user_group-12,0.341571,,{}
40,0.380,1495680221,user_group-13,0.332319,,{}
41,0.375,1495680221,user_group-5,0.314891,,{}
42,0.379,1495680221,user_group-11,0.334457,,{}
43,0.378,1495680221,user_group-5,0.306619,,{}
44,0.391,1495680221,user_group-11,0.330948,,{}
45,0.392,1495680221,user_group-2,0.326838,,{}
46,0.392,1495680221,user_group-6,0.351463,,{}
47,0.395,1495680221,user_group-2,0.344657,,{}
48,0.394,1495680221,user_group-14,0.344180,,{}
49,0.406,1495680221,user_group-13,0.362412,,{}
50,0.421,1495680221,user_group-10,0.385261,,{}
51,0.421,1495680221,user_group-3,0.386958,,{}
52,0.422,1495680221,user_group-15,0.327807,,{}
53,0.422,1495680221,user_group-12,0.394373,,{}
54,0.422,1495680221,user_group-1,0.343813,,{}
55,0.422,1495680221,user_group-9,0.356459,,{}
56,0.423,1495680221,user_group-8,0.355913,,{}
57,0.422,1495680221,user_group-7,0.382618,,{}
58,0.422,1495680221,user_group-6,0.365581,,{}
59,0.425,1495680221,user_group-12,0.382330,,{}
60,0.422,1495680221,user_group-6,0.391398,,{}
61,0.430,1495680221,user_group-1,0.335301,,{}
62,0.430,1495680221,user_group-3,0.353398,,{}
63,0.430,1495680221,user_group-13,0.407081,,{}
64,0.431,1495680221,user_group-8,0.359696,,{}
65,0.433,1495680221,user_group-10,0.410161,,{}
66,0.433,1495680221,user_group-11,0.361193,,{}
67,0.431,1495680221,user_group-12,0.380706,,{}
68,0.437,1495680221,user_group-12,0.377714,,{}
69,0.434,1495680221,user_group-2,0.415008,,{}
70,0.430,1495680221,user_group-15,0.322422,,{}
71,0.434,1495680221,user_group-15,0.354084,,{}
72,0.440,1495680221,user_group-15,0.318131,,{}
73,0.435,1495680221,user_group-1,0.387384,,{}
74,0.440,1495680221,user_group-15,0.390408,,{}
75,0.444,1495680221,user_group-1,0.408716,,{}
76,0.436,1495680221,user_group-13,0.364031,,{}
77,0.491,1495680221,user_group-5,0.364138,,{}
78,0.492,1495680221,user_group-14,0.318571,,{}
79,0.491,1495680221,user_group-9,0.283829,,{}
80,0.491,1495680221,user_group-4,0.342172,,{}
81,0.492,1495680221,user_group-2,0.396298,,{}
82,0.495,1495680221,user_group-9,0.303470,,{}
83,0.497,1495680221,user_group-4,0.374563,,{}
84,0.491,1495680221,user_group-8,0.308518,,{}
85,0.491,1495680221,user_group-6,0.294330,,{}
86,0.494,1495680221,user_group-8,0.398249,,{}
87,0.492,1495680221,user_group-6,0.316405,,{}
88,0.496,1495680221,user_group-6,0.426987,,{}
89,0.509,1495680221,user_group-7,0.324911,,{}
90,0.509,1495680221,user_group-1,0.387930,,{}
