1,0.203,1495680316,user_group-10,0.197899,,{}
2,0.203,1495680316,user_group-14,0.191302,,{}
3,0.216,1495680316,user_group-12,0.209162,,{}
4,0.219,1495680316,user_group-11,0.213610,,{}
5,0.217,1495680316,user_group-12,0.206534,,{}
6,0.257,1495680316,user_group-10,0.248353,,{}
7,0.256,1495680316,user_group-15,0.237298,,{}
8,0.256,1495680316,user_group-13,0.243133,,{}
9,0.256,1495680316,user_group-11,0.247288,,{}
10,0.258,1495680316,user_group-13,0.248400,,{}
11,0.311,1495680316,user_group-14,0.296091,,{}
12,0.323,1495680316,user_group-7,0.283322,,{}
13,0.323,1495680316,user_group-5,0.272879,,{}
14,0.326,1495680316,user_group-12,0.292320,,{}
15,0.326,1495680316,user_group-1,0.299703,,{}
16,0.326,1495680316,user_group-6,0.297651,,{}
17,0.334,1495680316,user_group-10,0.305229,,{}
18,0.341,1495680316,user_group-13,0.322506,,{}
19,0.343,1495680316,user_group-15,0.304649,,{}
20,0.343,1495680316,user_group-11,0.325669,,{}
21,0.343,1495680316,user_group-6,0.296722,,{}
22,0.343,1495680316,user_group-10,0.330378,,{}
23,0.345,1495680316,user_group-9,0.296777,,{}
24,0.348,1495680316,user_group-15,0.317185,,{}
25,0.349,1495680316,user_group-11,0.336050,,{}
26,0.348,1495680316,user_group-13,0.316410,,{}
27,0.350,1495680316,user_group-10,0.309951,,{}
28,0.350,1495680316,user_group-3,0.305625,,{}
29,0.356,1495680316,user_group-6,0.321062,,{}
30,0.357,1495680316,user_group-1,0.326691,,{}
31,0.366,1495680316,user_group-10,0.330530,,{}
32,0.366,1495680316,user_group-14,0.327277,,{}
33,0.367,1495680316,user_group-13,0.315386,,{}
34,0.374,1495680316,user_group-15,0.330080,,{}
35,0.375,1495680316,user_group-1,0.338646,,{}
36,0.375,1495680316,user_group-2,0.357286,,{}
37,0.374,1495680316,user_group-14,0.317177,,{}
38,0.374,1495680316,user_group-14,0.325482,,{}
39,0.381,1495680316,user_group-3,0.346358,,{}
40,0.381,1495680316,user_group-14,0.356188,,{}
41,0.382,1495680316,user_group-13,0.355226,,{}
42,0.382,1495680316,user_group-7,0.352126,,{}
43,0.381,1495680316,user_group-4,0.319686,,{}
44,0.382,1495680316,user_group-10,0.364139,,{}
45,0.382,1495680316,user_group-15,0.358007,,{}
46,0.387,1495680316,user_group-7,0.339373,,{}
47,0.385,1495680316,user_group-10,0.362218,,{}
48,0.382,1495680316,user_group-12,0.334308,,{}
49,0.389,1495680316,user_group-12,0.349190,,{}
